GC_Content	Count	Library
2	11.5	V05_DN_R2_rmphix_fastqc
3	18.0	V05_DN_R2_rmphix_fastqc
4	27.5	V05_DN_R2_rmphix_fastqc
5	50.5	V05_DN_R2_rmphix_fastqc
6	78.0	V05_DN_R2_rmphix_fastqc
7	107.5	V05_DN_R2_rmphix_fastqc
8	162.0	V05_DN_R2_rmphix_fastqc
9	241.5	V05_DN_R2_rmphix_fastqc
10	338.0	V05_DN_R2_rmphix_fastqc
11	463.0	V05_DN_R2_rmphix_fastqc
12	599.0	V05_DN_R2_rmphix_fastqc
13	790.0	V05_DN_R2_rmphix_fastqc
14	1040.5	V05_DN_R2_rmphix_fastqc
15	1384.5	V05_DN_R2_rmphix_fastqc
16	1857.5	V05_DN_R2_rmphix_fastqc
17	2493.0	V05_DN_R2_rmphix_fastqc
18	3286.0	V05_DN_R2_rmphix_fastqc
19	4352.5	V05_DN_R2_rmphix_fastqc
20	5849.5	V05_DN_R2_rmphix_fastqc
21	7665.5	V05_DN_R2_rmphix_fastqc
22	9857.5	V05_DN_R2_rmphix_fastqc
23	12909.0	V05_DN_R2_rmphix_fastqc
24	16665.0	V05_DN_R2_rmphix_fastqc
25	21191.5	V05_DN_R2_rmphix_fastqc
26	27036.5	V05_DN_R2_rmphix_fastqc
27	33799.5	V05_DN_R2_rmphix_fastqc
28	41844.0	V05_DN_R2_rmphix_fastqc
29	51654.5	V05_DN_R2_rmphix_fastqc
30	62628.5	V05_DN_R2_rmphix_fastqc
